htime,haddend,hcum,vtime,vaddend,vcum,mess
93.04ms,93.04ms,93.04,39µs,39µs,0.039, *** Booting Zephyr OS build zephyr-v3.1.0  ***
93.91ms,0.87ms,93.91000000000001,0.1ms,61µs,0.1, Hello World! beaglev_starlight_jh7100
