htime,haddend,hcum,vtime,vaddend,vcum,mess
0.25s,68µs,249.36600000000004,4.4ms,0s,4.400000000000001,
0.25s,0.52ms,249.88600000000005,4.5ms,0.1ms,4.500000000000001," x_value: 1.4137159*2^2, y_value: -1.0674761*2^-1"
0.25s,52µs,249.93800000000005,4.5ms,0s,4.500000000000001,
0.25s,0.88ms,250.81800000000004,4.7ms,0.2ms,4.700000000000001," x_value: 1.4922558*2^2, y_value: -1.4233011*2^-2"
0.25s,83µs,250.90100000000004,4.7ms,0s,4.700000000000001,
0.26s,0.53ms,251.43100000000004,4.8ms,0.1ms,4.800000000000001," x_value: 1.0*2^-127, y_value: 1.0*2^-127"
0.26s,0.12ms,251.55100000000004,4.8ms,0s,4.800000000000001,
0.26s,0.87ms,252.42100000000005,5ms,0.2ms,5.000000000000001," x_value: 1.2566366*2^-2, y_value: 1.4910772*2^-2"
0.26s,0.15ms,252.57100000000005,5ms,0s,5.000000000000001,
0.26s,0.67ms,253.24100000000004,5.1ms,0.1ms,5.1000000000000005," x_value: 1.2566366*2^-1, y_value: 1.1183078*2^-1"
0.26s,0.11ms,253.35100000000006,5.1ms,0s,5.1000000000000005,
0.26s,0.92ms,254.27100000000004,5.3ms,0.2ms,5.300000000000001," x_value: 1.8849551*2^-1, y_value: 1.677462*2^-1"
0.26s,0.14ms,254.41100000000003,5.3ms,0s,5.300000000000001,
0.26s,0.62ms,255.03100000000003,5.4ms,0.1ms,5.4," x_value: 1.2566366*2^0, y_value: 1.9316229*2^-1"
0.26s,80µs,255.11100000000005,5.4ms,0s,5.4,
0.26s,0.79ms,255.90100000000004,5.6ms,0.2ms,5.6000000000000005," x_value: 1.5707957*2^0, y_value: 1.0420598*2^0"
0.26s,73µs,255.97400000000005,5.6ms,0s,5.6000000000000005,
0.26s,0.65ms,256.624,5.7ms,0.1ms,5.7," x_value: 1.8849551*2^0, y_value: 1.9146791*2^-1"
0.26s,71µs,256.69500000000005,5.7ms,0s,5.7,
0.26s,0.77ms,257.46500000000003,5.9ms,0.2ms,5.9," x_value: 1.0995567*2^1, y_value: 1.6435742*2^-1"
0.26s,74µs,257.53900000000004,5.9ms,0s,5.9,
0.26s,0.6ms,258.13900000000007,6ms,0.1ms,6.0," x_value: 1.2566366*2^1, y_value: 1.0674761*2^-1"
0.26s,66µs,258.20500000000004,6ms,0s,6.0,
0.26s,0.82ms,259.02500000000003,6.2ms,0.2ms,6.2," x_value: 1.4137159*2^1, y_value: 1.8977352*2^-3"
0.26s,87µs,259.112,6.2ms,0s,6.2,
0.26s,0.61ms,259.72200000000004,6.3ms,0.1ms,6.3," x_value: 1.5707957*2^1, y_value: 1.0844199*2^-7"
0.26s,76µs,259.79800000000006,6.3ms,0s,6.3,
0.26s,0.76ms,260.55800000000005,6.5ms,0.2ms,6.5," x_value: 1.7278753*2^1, y_value: -1.2199725*2^-2"
0.26s,76µs,260.63400000000007,6.5ms,0s,6.5,
0.27s,0.55ms,261.1840000000001,6.6ms,0.1ms,6.6," x_value: 1.8849551*2^1, y_value: -1.0674761*2^-1"
0.27s,54µs,261.23800000000006,6.6ms,0s,6.6,
0.27s,0.72ms,261.9580000000001,6.8ms,0.2ms,6.8," x_value: 1.0210171*2^2, y_value: -1.5588537*2^-1"
0.27s,75µs,262.0330000000001,6.8ms,0s,6.8,
0.27s,0.61ms,262.6430000000001,6.9ms,0.1ms,6.8999999999999995," x_value: 1.0995567*2^2, y_value: -1.9316229*2^-1"
0.27s,76µs,262.7190000000001,6.9ms,0s,6.8999999999999995,
0.27s,0.86ms,263.5790000000001,7.1ms,0.2ms,7.1," x_value: 1.1780966*2^2, y_value: -1.1098361*2^0"
0.27s,75µs,263.6540000000001,7.1ms,0s,7.1,
0.27s,0.66ms,264.31400000000014,7.2ms,0.1ms,7.199999999999999," x_value: 1.2566366*2^2, y_value: -1.965511*2^-1"
0.27s,74µs,264.38800000000015,7.2ms,0s,7.199999999999999,
0.27s,0.96ms,265.3480000000001,7.4ms,0.2ms,7.3999999999999995," x_value: 1.3351763*2^2, y_value: -1.4910772*2^-1"
0.27s,75µs,265.4230000000001,7.4ms,0s,7.3999999999999995,
0.27s,0.68ms,266.1030000000001,7.5ms,0.1ms,7.499999999999999," x_value: 1.4137159*2^2, y_value: -1.0674761*2^-1"
0.27s,57µs,266.16000000000014,7.5ms,0s,7.499999999999999,
0.27s,0.86ms,267.02000000000015,7.7ms,0.2ms,7.699999999999999," x_value: 1.4922558*2^2, y_value: -1.4233011*2^-2"
0.27s,88µs,267.1080000000002,7.7ms,0s,7.699999999999999,
0.27s,0.63ms,267.73800000000017,7.8ms,0.1ms,7.799999999999999," x_value: 1.0*2^-127, y_value: 1.0*2^-127"
0.27s,76µs,267.8140000000002,7.8ms,0s,7.799999999999999,
0.27s,0.88ms,268.6940000000002,8ms,0.2ms,7.999999999999999," x_value: 1.2566366*2^-2, y_value: 1.4910772*2^-2"
0.27s,75µs,268.7690000000002,8ms,0s,7.999999999999999,
0.27s,0.61ms,269.3790000000002,8.1ms,0.1ms,8.1," x_value: 1.2566366*2^-1, y_value: 1.1183078*2^-1"
0.27s,74µs,269.4530000000002,8.1ms,0s,8.1,
0.27s,0.94ms,270.3930000000002,8.3ms,0.2ms,8.299999999999999," x_value: 1.8849551*2^-1, y_value: 1.677462*2^-1"
0.27s,75µs,270.4680000000002,8.3ms,0s,8.299999999999999,
0.28s,0.65ms,271.11800000000017,8.4ms,0.1ms,8.399999999999999," x_value: 1.2566366*2^0, y_value: 1.9316229*2^-1"
0.28s,53µs,271.17100000000016,8.4ms,0s,8.399999999999999,
0.28s,0.87ms,272.04100000000017,8.6ms,0.2ms,8.599999999999998," x_value: 1.5707957*2^0, y_value: 1.0420598*2^0"
0.28s,92µs,272.13300000000015,8.6ms,0s,8.599999999999998,
0.28s,0.68ms,272.81300000000016,8.7ms,0.1ms,8.699999999999998," x_value: 1.8849551*2^0, y_value: 1.9146791*2^-1"
0.28s,75µs,272.88800000000015,8.7ms,0s,8.699999999999998,
0.28s,0.86ms,273.74800000000016,8.9ms,0.2ms,8.899999999999997," x_value: 1.0995567*2^1, y_value: 1.6435742*2^-1"
0.28s,76µs,273.8240000000002,8.9ms,0s,8.899999999999997,
0.28s,0.62ms,274.4440000000002,9ms,0.1ms,8.999999999999996," x_value: 1.2566366*2^1, y_value: 1.0674761*2^-1"
0.28s,75µs,274.5190000000002,9ms,0s,8.999999999999996,
0.28s,0.81ms,275.3290000000002,9.2ms,0.2ms,9.199999999999996," x_value: 1.4137159*2^1, y_value: 1.8977352*2^-3"
0.28s,76µs,275.4050000000002,9.2ms,0s,9.199999999999996,
