htime,haddend,hcum,vtime,vaddend,vcum,mess
0.22s,0.8ms,216.23400000000004,6.6ms,0.1ms,6.6," x_value: 1.8849551*2^1, y_value: -1.0674761*2^-1"
0.22s,71µs,216.30500000000004,6.6ms,0s,6.6,
0.22s,0.88ms,217.18500000000003,6.8ms,0.2ms,6.8," x_value: 1.0210171*2^2, y_value: -1.5588537*2^-1"
0.22s,88µs,217.27300000000002,6.8ms,0s,6.8,
0.22s,1.76ms,219.03300000000002,6.9ms,0.1ms,6.8999999999999995," x_value: 1.0995567*2^2, y_value: -1.9316229*2^-1"
0.22s,80µs,219.11300000000003,6.9ms,0s,6.8999999999999995,
0.22s,0.85ms,219.96300000000002,7.1ms,0.2ms,7.1," x_value: 1.1780966*2^2, y_value: -1.1098361*2^0"
0.22s,71µs,220.03400000000002,7.1ms,0s,7.1,
0.22s,0.79ms,220.824,7.2ms,0.1ms,7.199999999999999," x_value: 1.2566366*2^2, y_value: -1.965511*2^-1"
0.22s,71µs,220.895,7.2ms,0s,7.199999999999999,
0.23s,0.87ms,221.76500000000001,7.4ms,0.2ms,7.3999999999999995," x_value: 1.3351763*2^2, y_value: -1.4910772*2^-1"
0.23s,70µs,221.835,7.4ms,0s,7.3999999999999995,
0.23s,0.77ms,222.60500000000002,7.5ms,0.1ms,7.499999999999999," x_value: 1.4137159*2^2, y_value: -1.0674761*2^-1"
0.23s,94µs,222.699,7.5ms,0s,7.499999999999999,
0.23s,0.86ms,223.55900000000003,7.7ms,0.2ms,7.699999999999999," x_value: 1.4922558*2^2, y_value: -1.4233011*2^-2"
0.23s,69µs,223.62800000000001,7.7ms,0s,7.699999999999999,
0.23s,0.74ms,224.36800000000002,7.8ms,0.1ms,7.799999999999999," x_value: 1.0*2^-127, y_value: 1.0*2^-127"
0.23s,0.11ms,224.47800000000004,7.8ms,0s,7.799999999999999,
0.23s,0.85ms,225.32800000000003,8ms,0.2ms,7.999999999999999," x_value: 1.2566366*2^-2, y_value: 1.4910772*2^-2"
0.23s,70µs,225.39800000000002,8ms,0s,7.999999999999999,
0.23s,0.76ms,226.15800000000002,8.1ms,0.1ms,8.1," x_value: 1.2566366*2^-1, y_value: 1.1183078*2^-1"
0.23s,0.12ms,226.27800000000002,8.1ms,0s,8.1,
0.23s,0.79ms,227.068,8.3ms,0.2ms,8.299999999999999," x_value: 1.8849551*2^-1, y_value: 1.677462*2^-1"
0.23s,70µs,227.138,8.3ms,0s,8.299999999999999,
0.23s,0.79ms,227.928,8.4ms,0.1ms,8.399999999999999," x_value: 1.2566366*2^0, y_value: 1.9316229*2^-1"
0.23s,69µs,227.99699999999999,8.4ms,0s,8.399999999999999,
0.23s,0.86ms,228.857,8.6ms,0.2ms,8.599999999999998," x_value: 1.5707957*2^0, y_value: 1.0420598*2^0"
0.23s,99µs,228.956,8.6ms,0s,8.599999999999998,
0.23s,0.78ms,229.736,8.7ms,0.1ms,8.699999999999998," x_value: 1.8849551*2^0, y_value: 1.9146791*2^-1"
0.23s,70µs,229.80599999999998,8.7ms,0s,8.699999999999998,
0.23s,0.81ms,230.61599999999999,8.9ms,0.2ms,8.899999999999997," x_value: 1.0995567*2^1, y_value: 1.6435742*2^-1"
0.23s,70µs,230.68599999999998,8.9ms,0s,8.899999999999997,
0.23s,0.79ms,231.47599999999997,9ms,0.1ms,8.999999999999996," x_value: 1.2566366*2^1, y_value: 1.0674761*2^-1"
0.23s,70µs,231.54599999999996,9ms,0s,8.999999999999996,
0.24s,0.8ms,232.34599999999998,9.2ms,0.2ms,9.199999999999996," x_value: 1.4137159*2^1, y_value: 1.8977352*2^-3"
0.24s,70µs,232.41599999999997,9.2ms,0s,9.199999999999996,
