htime,haddend,hcum,vtime,vaddend,vcum,mess
0.24s,0.56ms,239.79699999999988,4.1ms,0.2ms,4.100000000000001," x_value: 1.1780966*2^2, y_value: -1.1098361*2^0"
0.24s,63µs,239.85999999999987,4.1ms,0s,4.100000000000001,
0.24s,0.29ms,240.14999999999986,4.2ms,0.1ms,4.200000000000001," x_value: 1.2566366*2^2, y_value: -1.965511*2^-1"
0.24s,61µs,240.21099999999987,4.2ms,0s,4.200000000000001,
0.24s,0.35ms,240.56099999999986,4.4ms,0.2ms,4.400000000000001," x_value: 1.3351763*2^2, y_value: -1.4910772*2^-1"
0.24s,61µs,240.62199999999987,4.4ms,0s,4.400000000000001,
0.24s,0.31ms,240.93199999999987,4.5ms,0.1ms,4.500000000000001," x_value: 1.4137159*2^2, y_value: -1.0674761*2^-1"
0.24s,62µs,240.9939999999999,4.5ms,0s,4.500000000000001,
0.24s,0.35ms,241.34399999999988,4.7ms,0.2ms,4.700000000000001," x_value: 1.4922558*2^2, y_value: -1.4233011*2^-2"
0.24s,48µs,241.39199999999988,4.7ms,0s,4.700000000000001,
0.24s,0.29ms,241.68199999999987,4.8ms,0.1ms,4.800000000000001," x_value: 1.0*2^-127, y_value: 1.0*2^-127"
0.24s,82µs,241.76399999999987,4.8ms,0s,4.800000000000001,
0.24s,0.43ms,242.19399999999987,5ms,0.2ms,5.000000000000001," x_value: 1.2566366*2^-2, y_value: 1.4910772*2^-2"
0.24s,87µs,242.28099999999986,5ms,0s,5.000000000000001,
0.24s,0.31ms,242.59099999999987,5.1ms,0.1ms,5.1000000000000005," x_value: 1.2566366*2^-1, y_value: 1.1183078*2^-1"
0.24s,49µs,242.63999999999987,5.1ms,0s,5.1000000000000005,
0.25s,0.39ms,243.02999999999986,5.3ms,0.2ms,5.300000000000001," x_value: 1.8849551*2^-1, y_value: 1.677462*2^-1"
0.25s,0.1ms,243.12999999999985,5.3ms,0s,5.300000000000001,
0.25s,0.33ms,243.45999999999987,5.4ms,0.1ms,5.4," x_value: 1.2566366*2^0, y_value: 1.9316229*2^-1"
0.25s,0.1ms,243.55999999999986,5.4ms,0s,5.4,
0.25s,0.31ms,243.86999999999986,5.6ms,0.2ms,5.6000000000000005," x_value: 1.5707957*2^0, y_value: 1.0420598*2^0"
0.25s,65µs,243.93499999999986,5.6ms,0s,5.6000000000000005,
0.25s,0.3ms,244.23499999999987,5.7ms,0.1ms,5.7," x_value: 1.8849551*2^0, y_value: 1.9146791*2^-1"
0.25s,76µs,244.31099999999986,5.7ms,0s,5.7,
0.25s,0.34ms,244.65099999999987,5.9ms,0.2ms,5.9," x_value: 1.0995567*2^1, y_value: 1.6435742*2^-1"
0.25s,73µs,244.72399999999988,5.9ms,0s,5.9,
0.25s,0.34ms,245.06399999999988,6ms,0.1ms,6.0," x_value: 1.2566366*2^1, y_value: 1.0674761*2^-1"
0.25s,64µs,245.12799999999987,6ms,0s,6.0,
0.25s,0.33ms,245.45799999999988,6.2ms,0.2ms,6.2," x_value: 1.4137159*2^1, y_value: 1.8977352*2^-3"
0.25s,64µs,245.52199999999988,6.2ms,0s,6.2,
0.25s,0.36ms,245.8819999999999,6.3ms,0.1ms,6.3," x_value: 1.5707957*2^1, y_value: 1.0844199*2^-7"
0.25s,48µs,245.9299999999999,6.3ms,0s,6.3,
0.25s,0.42ms,246.34999999999988,6.5ms,0.2ms,6.5," x_value: 1.7278753*2^1, y_value: -1.2199725*2^-2"
0.25s,99µs,246.44899999999987,6.5ms,0s,6.5,
0.25s,0.38ms,246.82899999999987,6.6ms,0.1ms,6.6," x_value: 1.8849551*2^1, y_value: -1.0674761*2^-1"
0.25s,95µs,246.92399999999986,6.6ms,0s,6.6,
0.25s,0.36ms,247.28399999999988,6.8ms,0.2ms,6.8," x_value: 1.0210171*2^2, y_value: -1.5588537*2^-1"
0.25s,82µs,247.36599999999987,6.8ms,0s,6.8,
0.25s,0.31ms,247.67599999999987,6.9ms,0.1ms,6.8999999999999995," x_value: 1.0995567*2^2, y_value: -1.9316229*2^-1"
0.25s,91µs,247.76699999999988,6.9ms,0s,6.8999999999999995,
0.25s,0.39ms,248.15699999999987,7.1ms,0.2ms,7.1," x_value: 1.1780966*2^2, y_value: -1.1098361*2^0"
0.25s,68µs,248.22499999999988,7.1ms,0s,7.1,
0.25s,0.4ms,248.6249999999999,7.2ms,0.1ms,7.199999999999999," x_value: 1.2566366*2^2, y_value: -1.965511*2^-1"
0.25s,92µs,248.7169999999999,7.2ms,0s,7.199999999999999,
0.25s,0.49ms,249.2069999999999,7.4ms,0.2ms,7.3999999999999995," x_value: 1.3351763*2^2, y_value: -1.4910772*2^-1"
0.25s,82µs,249.2889999999999,7.4ms,0s,7.3999999999999995,
0.25s,0.38ms,249.6689999999999,7.5ms,0.1ms,7.499999999999999," x_value: 1.4137159*2^2, y_value: -1.0674761*2^-1"
0.25s,0.11ms,249.7789999999999,7.5ms,0s,7.499999999999999,
0.25s,0.37ms,250.14899999999992,7.7ms,0.2ms,7.699999999999999," x_value: 1.4922558*2^2, y_value: -1.4233011*2^-2"
0.25s,69µs,250.2179999999999,7.7ms,0s,7.699999999999999,
0.25s,0.34ms,250.5579999999999,7.8ms,0.1ms,7.799999999999999," x_value: 1.0*2^-127, y_value: 1.0*2^-127"
0.25s,59µs,250.6169999999999,7.8ms,0s,7.799999999999999,
0.25s,0.4ms,251.0169999999999,8ms,0.2ms,7.999999999999999," x_value: 1.2566366*2^-2, y_value: 1.4910772*2^-2"
0.25s,61µs,251.07799999999992,8ms,0s,7.999999999999999,
0.25s,0.35ms,251.4279999999999,8.1ms,0.1ms,8.1," x_value: 1.2566366*2^-1, y_value: 1.1183078*2^-1"
0.25s,83µs,251.5109999999999,8.1ms,0s,8.1,
0.25s,0.5ms,252.0109999999999,8.3ms,0.2ms,8.299999999999999," x_value: 1.8849551*2^-1, y_value: 1.677462*2^-1"
0.25s,65µs,252.0759999999999,8.3ms,0s,8.299999999999999,
0.25s,0.35ms,252.4259999999999,8.4ms,0.1ms,8.399999999999999," x_value: 1.2566366*2^0, y_value: 1.9316229*2^-1"
0.25s,63µs,252.4889999999999,8.4ms,0s,8.399999999999999,
0.25s,0.33ms,252.8189999999999,8.6ms,0.2ms,8.599999999999998," x_value: 1.5707957*2^0, y_value: 1.0420598*2^0"
0.25s,50µs,252.86899999999991,8.6ms,0s,8.599999999999998,
0.26s,0.32ms,253.1889999999999,8.7ms,0.1ms,8.699999999999998," x_value: 1.8849551*2^0, y_value: 1.9146791*2^-1"
0.26s,49µs,253.23799999999991,8.7ms,0s,8.699999999999998,
0.26s,0.37ms,253.60799999999992,8.9ms,0.2ms,8.899999999999997," x_value: 1.0995567*2^1, y_value: 1.6435742*2^-1"
0.26s,49µs,253.65699999999993,8.9ms,0s,8.899999999999997,
0.26s,0.3ms,253.95699999999994,9ms,0.1ms,8.999999999999996," x_value: 1.2566366*2^1, y_value: 1.0674761*2^-1"
0.26s,50µs,254.00699999999995,9ms,0s,8.999999999999996,
0.26s,0.32ms,254.32699999999994,9.2ms,0.2ms,9.199999999999996," x_value: 1.4137159*2^1, y_value: 1.8977352*2^-3"
0.26s,49µs,254.37599999999995,9.2ms,0s,9.199999999999996,
