htime,haddend,hcum,vtime,vaddend,vcum,mess
0.26s,0.48ms,268.6870000000002,6.3ms,0.1ms,6.3," x_value: 1.5707957*2^1, y_value: 1.0844199*2^-7"
0.26s,53µs,268.7400000000002,6.3ms,0s,6.3,
0.27s,0.59ms,269.33000000000015,6.5ms,0.2ms,6.5," x_value: 1.7278753*2^1, y_value: -1.2199725*2^-2"
0.27s,53µs,269.38300000000015,6.5ms,0s,6.5,
0.27s,0.47ms,269.8530000000002,6.6ms,0.1ms,6.6," x_value: 1.8849551*2^1, y_value: -1.0674761*2^-1"
0.27s,53µs,269.9060000000002,6.6ms,0s,6.6,
0.27s,0.6ms,270.5060000000002,6.8ms,0.2ms,6.8," x_value: 1.0210171*2^2, y_value: -1.5588537*2^-1"
0.27s,63µs,270.5690000000002,6.8ms,0s,6.8,
0.27s,0.46ms,271.02900000000017,6.9ms,0.1ms,6.8999999999999995," x_value: 1.0995567*2^2, y_value: -1.9316229*2^-1"
0.27s,63µs,271.09200000000016,6.9ms,0s,6.8999999999999995,
0.27s,0.64ms,271.73200000000014,7.1ms,0.2ms,7.1," x_value: 1.1780966*2^2, y_value: -1.1098361*2^0"
0.27s,62µs,271.79400000000015,7.1ms,0s,7.1,
0.27s,0.46ms,272.25400000000013,7.2ms,0.1ms,7.199999999999999," x_value: 1.2566366*2^2, y_value: -1.965511*2^-1"
0.27s,70µs,272.3240000000001,7.2ms,0s,7.199999999999999,
0.27s,0.63ms,272.9540000000001,7.4ms,0.2ms,7.3999999999999995," x_value: 1.3351763*2^2, y_value: -1.4910772*2^-1"
0.27s,64µs,273.01800000000014,7.4ms,0s,7.3999999999999995,
0.27s,0.44ms,273.45800000000014,7.5ms,0.1ms,7.499999999999999," x_value: 1.4137159*2^2, y_value: -1.0674761*2^-1"
0.27s,53µs,273.51100000000014,7.5ms,0s,7.499999999999999,
0.27s,0.62ms,274.13100000000014,7.7ms,0.2ms,7.699999999999999," x_value: 1.4922558*2^2, y_value: -1.4233011*2^-2"
0.27s,64µs,274.19500000000016,7.7ms,0s,7.699999999999999,
0.27s,0.44ms,274.63500000000016,7.8ms,0.1ms,7.799999999999999," x_value: 1.0*2^-127, y_value: 1.0*2^-127"
0.27s,63µs,274.69800000000015,7.8ms,0s,7.799999999999999,
0.27s,0.66ms,275.3580000000002,8ms,0.2ms,7.999999999999999," x_value: 1.2566366*2^-2, y_value: 1.4910772*2^-2"
0.27s,63µs,275.42100000000016,8ms,0s,7.999999999999999,
0.27s,0.41ms,275.8310000000002,8.1ms,0.1ms,8.1," x_value: 1.2566366*2^-1, y_value: 1.1183078*2^-1"
0.27s,64µs,275.8950000000002,8.1ms,0s,8.1,
0.27s,0.7ms,276.5950000000002,8.3ms,0.2ms,8.299999999999999," x_value: 1.8849551*2^-1, y_value: 1.677462*2^-1"
0.27s,62µs,276.6570000000002,8.3ms,0s,8.299999999999999,
0.27s,0.5ms,277.1570000000002,8.4ms,0.1ms,8.399999999999999," x_value: 1.2566366*2^0, y_value: 1.9316229*2^-1"
0.27s,64µs,277.22100000000023,8.4ms,0s,8.399999999999999,
0.27s,0.63ms,277.8510000000002,8.6ms,0.2ms,8.599999999999998," x_value: 1.5707957*2^0, y_value: 1.0420598*2^0"
0.27s,63µs,277.9140000000002,8.6ms,0s,8.599999999999998,
0.27s,0.47ms,278.38400000000024,8.7ms,0.1ms,8.699999999999998," x_value: 1.8849551*2^0, y_value: 1.9146791*2^-1"
0.27s,62µs,278.44600000000025,8.7ms,0s,8.699999999999998,
0.28s,0.77ms,279.21600000000024,8.9ms,0.2ms,8.899999999999997," x_value: 1.0995567*2^1, y_value: 1.6435742*2^-1"
0.28s,68µs,279.2840000000002,8.9ms,0s,8.899999999999997,
0.28s,0.46ms,279.7440000000002,9ms,0.1ms,8.999999999999996," x_value: 1.2566366*2^1, y_value: 1.0674761*2^-1"
0.28s,64µs,279.8080000000002,9ms,0s,8.999999999999996,
0.28s,0.65ms,280.4580000000002,9.2ms,0.2ms,9.199999999999996," x_value: 1.4137159*2^1, y_value: 1.8977352*2^-3"
0.28s,63µs,280.5210000000002,9.2ms,0s,9.199999999999996,
