htime,haddend,hcum,vtime,vaddend,vcum,mess
0.24s,47µs,240.56300000000005,5.3ms,0s,5.300000000000001,
0.24s,0.28ms,240.84300000000005,5.4ms,0.1ms,5.4," x_value: 1.2566366*2^0, y_value: 1.9316229*2^-1"
0.24s,48µs,240.89100000000005,5.4ms,0s,5.4,
0.24s,0.27ms,241.16100000000006,5.6ms,0.2ms,5.6000000000000005," x_value: 1.5707957*2^0, y_value: 1.0420598*2^0"
0.24s,48µs,241.20900000000006,5.6ms,0s,5.6000000000000005,
0.25s,0.31ms,241.51900000000006,5.7ms,0.1ms,5.7," x_value: 1.8849551*2^0, y_value: 1.9146791*2^-1"
0.25s,47µs,241.56600000000006,5.7ms,0s,5.7,
0.25s,0.26ms,241.82600000000005,5.9ms,0.2ms,5.9," x_value: 1.0995567*2^1, y_value: 1.6435742*2^-1"
0.25s,53µs,241.87900000000005,5.9ms,0s,5.9,
0.25s,0.29ms,242.16900000000004,6ms,0.1ms,6.0," x_value: 1.2566366*2^1, y_value: 1.0674761*2^-1"
0.25s,49µs,242.21800000000005,6ms,0s,6.0,
0.25s,0.32ms,242.53800000000004,6.2ms,0.2ms,6.2," x_value: 1.4137159*2^1, y_value: 1.8977352*2^-3"
0.25s,48µs,242.58600000000004,6.2ms,0s,6.2,
0.25s,0.27ms,242.85600000000005,6.3ms,0.1ms,6.3," x_value: 1.5707957*2^1, y_value: 1.0844199*2^-7"
0.25s,48µs,242.90400000000005,6.3ms,0s,6.3,
0.25s,0.28ms,243.18400000000005,6.5ms,0.2ms,6.5," x_value: 1.7278753*2^1, y_value: -1.2199725*2^-2"
0.25s,67µs,243.25100000000006,6.5ms,0s,6.5,
0.25s,0.29ms,243.54100000000005,6.6ms,0.1ms,6.6," x_value: 1.8849551*2^1, y_value: -1.0674761*2^-1"
0.25s,53µs,243.59400000000005,6.6ms,0s,6.6,
0.25s,0.3ms,243.89400000000006,6.8ms,0.2ms,6.8," x_value: 1.0210171*2^2, y_value: -1.5588537*2^-1"
0.25s,71µs,243.96500000000006,6.8ms,0s,6.8,
0.25s,1.56ms,245.52500000000006,6.9ms,0.1ms,6.8999999999999995," x_value: 1.0995567*2^2, y_value: -1.9316229*2^-1"
0.25s,66µs,245.59100000000007,6.9ms,0s,6.8999999999999995,
0.25s,0.33ms,245.92100000000008,7.1ms,0.2ms,7.1," x_value: 1.1780966*2^2, y_value: -1.1098361*2^0"
0.25s,49µs,245.97000000000008,7.1ms,0s,7.1,
0.25s,0.27ms,246.2400000000001,7.2ms,0.1ms,7.199999999999999," x_value: 1.2566366*2^2, y_value: -1.965511*2^-1"
0.25s,64µs,246.3040000000001,7.2ms,0s,7.199999999999999,
0.25s,0.33ms,246.6340000000001,7.4ms,0.2ms,7.3999999999999995," x_value: 1.3351763*2^2, y_value: -1.4910772*2^-1"
0.25s,49µs,246.6830000000001,7.4ms,0s,7.3999999999999995,
0.25s,0.33ms,247.01300000000012,7.5ms,0.1ms,7.499999999999999," x_value: 1.4137159*2^2, y_value: -1.0674761*2^-1"
0.25s,49µs,247.06200000000013,7.5ms,0s,7.499999999999999,
0.25s,0.28ms,247.34200000000013,7.7ms,0.2ms,7.699999999999999," x_value: 1.4922558*2^2, y_value: -1.4233011*2^-2"
0.25s,95µs,247.43700000000013,7.7ms,0s,7.699999999999999,
0.25s,0.32ms,247.75700000000012,7.8ms,0.1ms,7.799999999999999," x_value: 1.0*2^-127, y_value: 1.0*2^-127"
0.25s,67µs,247.82400000000013,7.8ms,0s,7.799999999999999,
0.25s,0.32ms,248.14400000000012,8ms,0.2ms,7.999999999999999," x_value: 1.2566366*2^-2, y_value: 1.4910772*2^-2"
0.25s,48µs,248.19200000000012,8ms,0s,7.999999999999999,
0.25s,0.3ms,248.49200000000013,8.1ms,0.1ms,8.1," x_value: 1.2566366*2^-1, y_value: 1.1183078*2^-1"
0.25s,46µs,248.53800000000012,8.1ms,0s,8.1,
0.25s,0.41ms,248.94800000000012,8.3ms,0.2ms,8.299999999999999," x_value: 1.8849551*2^-1, y_value: 1.677462*2^-1"
0.25s,47µs,248.99500000000012,8.3ms,0s,8.299999999999999,
0.25s,0.36ms,249.35500000000013,8.4ms,0.1ms,8.399999999999999," x_value: 1.2566366*2^0, y_value: 1.9316229*2^-1"
0.25s,48µs,249.40300000000013,8.4ms,0s,8.399999999999999,
0.25s,0.32ms,249.72300000000013,8.6ms,0.2ms,8.599999999999998," x_value: 1.5707957*2^0, y_value: 1.0420598*2^0"
0.25s,47µs,249.77000000000012,8.6ms,0s,8.599999999999998,
0.25s,0.37ms,250.14000000000013,8.7ms,0.1ms,8.699999999999998," x_value: 1.8849551*2^0, y_value: 1.9146791*2^-1"
0.25s,70µs,250.21000000000012,8.7ms,0s,8.699999999999998,
0.25s,0.32ms,250.53000000000011,8.9ms,0.2ms,8.899999999999997," x_value: 1.0995567*2^1, y_value: 1.6435742*2^-1"
0.25s,63µs,250.5930000000001,8.9ms,0s,8.899999999999997,
0.25s,0.34ms,250.9330000000001,9ms,0.1ms,8.999999999999996," x_value: 1.2566366*2^1, y_value: 1.0674761*2^-1"
0.25s,67µs,251.0000000000001,9ms,0s,8.999999999999996,
0.25s,0.33ms,251.33000000000013,9.2ms,0.2ms,9.199999999999996," x_value: 1.4137159*2^1, y_value: 1.8977352*2^-3"
0.26s,78µs,251.40800000000013,9.2ms,0s,9.199999999999996,
